transcript	gene	chr	n_exons	tx_start	tx_end	bp	mu_syn	mu_mis	mu_lof	n_syn	n_mis	n_lof	exp_syn	exp_mis	exp_lof	syn_z	mis_z	lof_z	pLI
ENST00000294435.7	RBP7	1	4	10057316	10075890	405	1.64570923707e-06	3.65750354314e-06	3.0127211165e-07	21	36	1	18.977235203	40.4232182731	4.8689989807	-0.287857310908848	0.340282443824106	1.73687460753083	0.408810205691644
ENST00000377263.1	CTNNBIP1	1	3	9910775	9932122	246	1.78528920319e-06	3.51266163225e-06	3.92440215616e-07	16	30	3	18.5539222549	35.3362071687	5.12115557746	0.367569049917059	0.4390756843804	0.928492123016453	0.0229867402741806
ENST00000377320.3	C1orf200	1	2	9713836	9714494	504	2.21239057844e-06	5.76338187121e-06	2.1463471695e-07	17	49	2	25.90505	66.1385119	3.27004924	1.08465996671287	1.03077130834656	0.695717777540257	0.0549230054401102
ENST00000377022.3	CASZ1	1	18	10698998	10753946	5280	4.70834547072e-05	8.0037920753e-05	2.79251319139e-06	355	581	2	477.440833886	817.321201621	36.0161071158	3.47388850811697	4.04317717352861	5.61469188359405	0.999938476327784
ENST00000263934.6	KIF1B	1	46	10292386	10436645	5313	2.11322635297e-05	5.47201009398e-05	5.77575871005e-06	230	419	4	253.018329919	625.659137696	82.8545602851	0.897112107603619	4.04112341237663	8.58140303401592	0.999999999958917
ENST00000400897.3	MASP2	1	11	11086941	11107264	2061	1.04972610673e-05	2.21171363636e-05	1.39701420839e-06	118	270	20	105.30681853	219.268487897	17.8188477686	-0.766818069649132	-1.67573797340135	-0.511841964070485	1.58468707892368e-14
ENST00000343090.6	UBE4B	1	28	10093728	10240014	3909	1.78697377174e-05	4.2971486556e-05	3.34205128314e-06	188	320	4	211.097776315	491.291237621	49.0776900475	0.985548959436806	3.77991496898458	6.3739590568025	0.999987413556799
ENST00000377004.4	C1orf127	1	12	11007719	11042094	2472	1.20424725516e-05	2.5463669188e-05	2.06074264608e-06	122	261	11	110.436009471	232.803190898	19.8853429687	-0.682185000808771	-0.903902932499011	1.97377371960513	1.33454849505904e-05
ENST00000602787.1	APITD1	1	5	10490574	10511652	495	2.3081647417e-06	5.24615836171e-06	6.01905997243e-07	24	68	4	23.0865682217	51.148296102	6.77342449892	-0.117854192783929	-1.15250970172988	1.05560590543057	0.00852090111528864
ENST00000377205.1	NMNAT1	1	4	10032131	10042759	840	2.76606476251e-06	7.22889538612e-06	4.62336351684e-07	38	101	2	33.016481	83.581278	6.91475187	-0.537675543666127	-0.931919084318462	1.8514115668263	0.22529193858776
ENST00000376753.4	FBXO6	1	5	11728715	11733908	882	4.67883342684e-06	1.03328413322e-05	8.94658368464e-07	46	127	7	54.5077331671	118.105622136	12.0909000009	0.714387931405757	-0.400311328554149	1.45029043412821	0.00048573148176465
ENST00000354287.4	FBXO2	1	6	11708750	11714397	891	8.2991033253e-06	1.4451963147e-05	7.06807799703e-07	44	98	2	66.183939788	117.238401557	7.56675232695	1.69048694826585	0.86906137405629	2.00464210730924	0.273382985936642
ENST00000376770.1	FBXO44	1	5	11715892	11721330	768	5.93564602482e-06	1.06564153823e-05	7.48927951654e-07	56	103	8	69.347586	122.834896	10.58099082	0.993657396225422	0.875357731504697	0.785982690109082	3.59578966017025e-05
ENST00000376468.3	NPPB	1	3	11917711	11918890	405	2.13252422021e-06	5.50989454029e-06	3.42038233641e-07	21	58	5	24.2252896948	59.8865400495	4.76285297617	0.406240967530665	0.119238872870182	-0.107640032276051	0.00038006045771278
ENST00000235310.3	MAD2L2	1	8	11734831	11740658	636	4.08359417559e-06	8.31711576328e-06	6.74755605783e-07	37	53	3	48.7696112121	96.0888215801	10.8684436203	1.04480903584341	2.15003055890687	2.36425790175278	0.202505866427509
ENST00000376810.5	UBIAD1	1	2	11333588	11346188	1017	5.91106203911e-06	1.07318678372e-05	4.99453731658e-07	72	85	1	67.81176	122.4324823	6.4971073	-0.315303315181598	1.65469120061552	2.13630811286977	0.568905634331064
ENST00000235332.4	MIIP	1	9	12081783	12091865	1167	6.44639673379e-06	1.45984137236e-05	1.14006261052e-06	68	173	20	72.1990344586	157.972683166	15.520359193	0.306360509917555	-0.584798717757508	-1.12637258005803	1.96191775619765e-15
ENST00000235329.5	MFN2	1	17	12049225	12071622	2274	9.97238456285e-06	2.51606024486e-05	1.97067106034e-06	127	215	1	117.789537155	285.055390793	28.6786322132	-0.526113403990981	2.02952045364699	5.11982467804772	0.999816094005639
ENST00000433342.1	C1orf167	1	21	11821843	11849503	4422	2.15309726229e-05	5.28047228595e-05	4.64712811442e-06	13	29	1	15.9363304850686	34.9697086896837	1.91599444557872	0.455995099252656	0.493768727648469	0.655519170394963	0.155526802173754
ENST00000346436.6	CLCN6	1	23	11866319	11900280	2610	1.46872452642e-05	3.16464369641e-05	2.47664266558e-06	168	296	9	171.3375471	357.781513083	36.6007557542	0.158068204898246	1.59759208543935	4.51924191867954	0.163974191293187
ENST00000263932.2	TNFRSF8	1	15	12123655	12202588	1788	1.18597742406e-05	2.32091612542e-05	1.85530309675e-06	112	221	4	117.694987437	230.583499916	23.463932278	0.325434932502558	0.3086928130076	3.98033733838288	0.845965386736897
ENST00000196061.4	PLOD1	1	19	11994836	12034865	2184	1.34483822496e-05	2.84055330799e-05	2.26776141902e-06	142	292	16	146.414631905	306.65282625	31.3949724233	0.226177085728846	0.409273492811806	2.72168931107074	2.70207303676794e-07
ENST00000361445.4	MTOR	1	57	11167541	11319466	7650	3.23104216874e-05	8.13412805279e-05	8.03774919363e-06	378	438	8	383.489499472	930.035043389	113.443116817	0.173782284176524	7.89155889863306	9.80660902720175	0.999999999999676
ENST00000294485.5	DRAXIN	1	6	11766315	11779753	1050	5.80770696987e-06	1.29303597509e-05	8.96524482171e-07	51	116	13	57.6594132866	125.49798319	10.9472918685	0.54368847572117	0.414696356842683	-0.614558932710442	6.64368474068458e-10
ENST00000376819.3	ANGPTL7	1	5	11249636	11255080	1041	4.44471484751e-06	1.13162668498e-05	8.07893598842e-07	60	140	12	52.0475106012	128.997200898	11.1369810479	-0.683364812375317	-0.473837605250755	-0.256168838171984	8.44492793664119e-09
ENST00000376592.1	MTHFR	1	11	11850736	11863173	1971	1.03808387228e-05	2.32927051766e-05	1.62769586635e-06	131	236	14	120.447942494	264.109568536	22.5875063387	-0.596058289072657	0.846016894594286	1.78987474214121	2.45515809266206e-07
ENST00000376480.3	NPPA	1	3	11906065	11907741	456	2.36616568793e-06	5.08819894583e-06	2.86541682244e-07	32	77	3	28.066445	58.907644	4.50386626	-0.460299375114004	-1.15299087863787	0.701949981508309	0.0169316348826086
ENST00000314340.5	AGTRAP	1	5	11796265	11810249	480	2.73647158468e-06	6.15908457167e-06	4.23186690992e-07	40	64	3	31.9157947486	69.4347582481	6.45221496274	-0.887123772233087	0.319012985236992	1.3462729927636	0.0416634032877011
ENST00000294484.6	PTCHD2	1	20	11561049	11596743	4179	2.85332673364e-05	5.76043894064e-05	2.98660290856e-06	278	503	15	314.448266675	627.909442648	40.4439492818	1.27424262133054	2.43816476965292	3.96321267771219	4.16505137948208e-05
ENST00000359318.5	AADACL3	1	3	12779479	12785963	1053	4.51678861785e-06	1.04018644287e-05	4.64690225418e-07	57	127	6	52.433433	119.1125771	6.52232633	-0.390962809419578	-0.353485401238461	0.202595761239366	0.00015633351437561
ENST00000376189.1	PRAMEF6	1	3	12998504	13002348	1431	5.06247067798e-06	1.27214888482e-05	5.99152524508e-07	3	6	0	19.8435554274	49.8344100457	3.58859392222	2.34408626773532	3.0371549534988	1.87651420453816	0.691325858232332
ENST00000332296.7	PRAMEF1	1	3	12853376	12856145	1425	5.62567753668e-06	1.35487203281e-05	6.54673141642e-07	31	99	3	64.99738	154.7671102	8.67487298	2.61424911140842	2.19257858879741	1.90859713347857	0.0981051636001553
ENST00000357726.4	PRAMEF12	1	3	12835010	12837742	1452	5.93785112133e-06	1.34451008111e-05	7.99477620377e-07	94	194	9	68.53439	153.5930854	10.315537	-1.90699372372748	-1.5947262938592	0.405739084693929	3.89692512946575e-06
ENST00000317869.6	HNRNPCL1	1	1	12907260	12908142	882	3.30530806735e-06	8.78461178922e-06	6.04564621029e-07	43	123	4	37.86892	99.950581	7.2689393	-0.516912190460445	-1.1276745546361	1.20104993409967	0.0107232661654143
ENST00000376259.3	TNFRSF1B	1	10	12227148	12267077	1386	9.62801506189e-06	1.79858582803e-05	1.01850902482e-06	83	139	2	88.0156388043	169.211366235	13.4614715903	0.331433131914617	1.13598472894688	3.09445240523444	0.778880984183769
ENST00000376223.2	DHRS3	1	6	12628368	12677353	909	6.07855043936e-06	1.26217295034e-05	4.86755486696e-07	56	89	1	67.2705996118	137.442127358	7.51432185061	0.851890564368626	2.02106145085632	2.35404091033356	0.661359704005279
ENST00000240189.2	PRAMEF2	1	3	12918864	12921634	1425	6.01750684832e-06	1.27583281245e-05	6.53871466743e-07	66	177	6	69.4369	145.8118041	8.66578842	0.255694360247511	-1.26331144747492	0.897039035550293	0.000567609686510291
ENST00000288048.5	C1orf158	1	4	12806378	12820884	585	2.45600782896e-06	5.56501978726e-06	4.21272883113e-07	31	76	10	29.503466	64.7292197	6.44949421	-0.170804114326694	-0.68520464029655	-1.38489575720171	1.57145922132303e-08
ENST00000376187.1	PRAMEF22	1	3	13035542	13038381	1446	5.43809470186e-06	1.411180731e-05	6.67980839554e-07	3	1	0	14.8666423476	40.9055854649	2.79121079668	1.90796678691304	3.05181977988733	1.654954380862	0.617146896404532
ENST00000535591.1	PRAMEF11	1	3	12884799	12888523	1311	4.66792781747e-06	1.16027485497e-05	5.80524482409e-07	29	81	2	53.493185452	130.489584743	7.71989904705	2.0760873160311	2.11905614327733	2.03925844655787	0.285437974687136
ENST00000235349.5	PRAMEF4	1	3	12939364	12943215	1437	4.96976310749e-06	1.28463866239e-05	6.04992638789e-07	27	78	3	55.8514229877	143.015352132	7.92527623212	2.39331339248401	2.65914041769807	1.73305784083968	0.0746095246056682
ENST00000376221.1	AADACL4	1	4	12704565	12726746	1224	5.36911535717e-06	1.2976159825e-05	6.10955025292e-07	54	198	6	62.509586	148.6989758	8.59863385	0.66724408765429	-1.97750786953816	0.877849457380499	0.000547686324044419
ENST00000235347.4	PRAMEF10	1	3	12952746	12955678	1425	4.97672708219e-06	1.29481398603e-05	6.19366408346e-07	5	21	0	44.1119628714	112.514953242	6.52373668437	3.65073967600192	4.21991339344376	2.53010133101661	0.875594718751663
ENST00000358136.3	VPS13D	1	69	12294323	12569078	13167	5.07103864904e-05	0.00012556644196	1.12837010911e-05	588	1301	28	600.880554106	1444.98010086	156.15803174	0.325755287049579	1.85262608618755	10.1590567357815	0.999992132395372
ENST00000361079.2	PRAMEF7	1	3	12977512	12980233	1425	5.66867174335e-06	1.33029403509e-05	6.31814190949e-07	1	4	1	26.5080290768	57.1852837166	2.22519534332	3.07140873225479	3.44005806032023	0.813600041644052	0.17686296313217
ENST00000334600.6	PRAMEF14	1	3	13668904	13671691	1425	5.47200437403e-06	1.33563767829e-05	6.56458874143e-07	1	0	0	22.5518110876331	45.9887269484765	2.23498192489631	2.8134712683486	3.31697475956953	1.48090332344676	0.55964161278638
ENST00000235372.7	PRDM2	1	8	14042100	14143042	5157	2.15210655103e-05	4.94187241921e-05	3.11691310003e-06	294	538	5	243.225448858	554.094579438	37.4940421425	-2.01832702969724	0.334429565807924	5.2566887622116	0.995040619056877
ENST00000428417.1	TMEM51	1	2	15541583	15546239	762	5.2274938616e-06	8.83090011583e-06	4.91687754757e-07	49	99	0	60.06679	100.8941301	6.40911804	0.885225510245014	0.092233027601192	2.50777649024165	0.870759443080077
ENST00000540591.1	PRAMEF19	1	3	13695524	13698358	1440	5.57160258424e-06	1.45562290726e-05	8.52865207279e-07	0	1	0	20.7685189859738	52.7061404922938	2.45681081060525	2.82521976522807	3.48359739629259	1.55265714737874	0.583094142263464
ENST00000294489.6	PDPN	1	6	13910300	13942406	717	4.53902662861e-06	8.96936013419e-06	6.63235197905e-07	55	112	6	51.9536913635	100.41638285	9.76533022426	-0.262008484360308	-0.56540249101459	1.19357364651619	0.000983708235301868
ENST00000375910.3	CELA2B	1	8	15802620	15817807	810	5.59561666346e-06	9.52778772842e-06	8.20155095869e-07	52	95	7	66.752281	111.3046015	12.64529768	1.11937493818389	0.755909982601747	1.57257736943084	0.000617208883252854
ENST00000375949.4	CTRC	1	8	15764960	15773084	807	5.29426442906e-06	1.03964985275e-05	7.27952597421e-07	47	112	9	60.0961767737	114.678078141	10.7341275855	1.04729893816006	0.122321557101649	0.524309022892321	5.21992306515278e-06
ENST00000375980.4	EFHD2	1	4	15736467	15755220	723	6.16819598629e-06	1.12259214464e-05	3.56250544542e-07	44	58	1	56.6891797942	102.597163753	4.56466951849	1.04479947189249	2.15355667833489	1.65273894869282	0.378995543892118
ENST00000376098.4	PRAMEF17	1	3	13716117	13718962	1425	5.21646209494e-06	1.21879068174e-05	6.33735718437e-07	6	3	0	33.7951933791	77.889771923	4.90992465618	2.96409186154747	4.15048406609314	2.19496258640889	0.790929575854879
ENST00000376132.3	PRAMEF13	1	3	13448049	13450836	1425	5.4728162921e-06	1.35296535291e-05	6.53338554425e-07	0	4	0	20.0037769127756	42.1533192282318	1.95739200295843	2.77271668714613	2.87430546853501	1.38588947756117	0.529422081197501
ENST00000359621.4	CELA2A	1	8	15783248	15798502	810	5.46081160615e-06	9.97003849858e-06	7.97050893982e-07	50	98	10	65.224919	116.3153738	12.3835233	1.16868568601324	0.830642670282344	0.670945062952083	1.98449208206109e-06
ENST00000376030.2	KAZN	1	15	14925493	15441131	2328	1.67740358047e-05	3.40727272337e-05	2.03466978665e-06	148	208	6	157.877652077	308.976624706	22.9755836431	0.487354402470501	2.8097935776609	3.50817343171238	0.144589791042949
ENST00000375826.3	AGMAT	1	7	15900145	15911462	1059	7.27752523698e-06	1.54226214735e-05	5.94863743353e-07	53	121	5	67.2273774425	141.52302881	8.77769025681	1.07572510778226	0.843808301377006	1.26306564824324	0.00367262488905154
ENST00000375759.3	SPEN	1	15	16174562	16265922	10995	4.75700768286e-05	0.000115097175379	7.73930368199e-06	570	1082	2	542.159887701	1302.4950798	92.7825275817	-0.741236128794392	2.988320591895	9.33595748993695	0.999999999999963
ENST00000375782.1	TMEM82	1	6	16069054	16074127	1032	6.91431677841e-06	1.39098788626e-05	6.86747777988e-07	85	150	8	67.0308138575	132.481033575	8.93280860648	-1.36063210645277	-0.744473107772193	0.309163512051596	1.22973402675374e-05
ENST00000294454.5	SLC25A34	1	5	16062980	16065901	915	5.38557264217e-06	1.13867428847e-05	7.50951398871e-07	55	134	6	54.8063486358	114.742980903	9.68779657536	-0.0162162911390735	-0.879309953307823	1.17366503919404	0.000948152762042176
ENST00000441801.2	FBLIM1	1	5	16091478	16101526	1125	6.43518055853e-06	1.33324273826e-05	1.00563751614e-06	59	139	7	72.7669195113	149.244341957	13.2330488782	1.00050492119932	0.410156754460233	1.697306398354	0.000789060297699282
ENST00000375799.3	PLEKHM2	1	20	16011053	16060429	3060	1.94285341889e-05	3.80003205665e-05	2.51448352086e-06	177	309	9	157.746878374	304.434822652	26.8386676269	-0.950319665425483	-0.127976177167205	3.41092058937161	0.00506557458482561
ENST00000331433.4	CLCNKA	1	19	16349114	16360153	2064	1.15190012977e-05	2.38997271015e-05	1.74226920336e-06	120	228	23	135.466058226	270.031757698	26.4576158567	0.823786991476491	1.25108551698733	0.665872478451477	2.74927659103062e-14
ENST00000375847.3	DNAJC16	1	14	15855600	15894672	2349	9.51819527642e-06	2.22737193921e-05	2.25139729953e-06	118	259	13	113.710493	258.2332286	31.37614959	-0.249376713912899	-0.0233395532027494	3.24970889568037	3.79285066744292e-05
ENST00000375599.3	RSG1	1	5	16558542	16563237	777	4.7498176004e-06	1.1009575993e-05	3.91091454267e-07	34	114	8	50.5595776142	114.186465141	5.86786665469	1.44376680026578	0.00853665824415673	-0.871894477065272	1.08197156167219e-06
ENST00000270747.3	ARHGEF19	1	15	16525081	16535549	2409	1.38518607928e-05	3.18598885183e-05	2.31417857128e-06	100	247	17	116.994059343	274.559762133	26.5841055102	0.974015067602368	0.813530847139462	1.84132414355458	7.63919108459289e-09
ENST00000375662.4	FAM131C	1	7	16384931	16399937	843	5.59895606943e-06	1.07714457784e-05	8.0499026865e-07	26	66	2	47.046001071	87.4861517568	7.6121094146	1.90220660865608	1.12358361358859	2.01494555014883	0.276924372627756
ENST00000358432.5	EPHA2	1	17	16451709	16482427	2931	2.01135222823e-05	4.18270926846e-05	2.32658975094e-06	208	353	6	216.013529249	445.452757349	30.5012951191	0.338011351022209	2.14257348925309	4.39460213598146	0.738294173427745
ENST00000311890.9	HSPB7	1	3	16342074	16344458	513	3.92511452585e-06	7.82936597271e-06	2.7151532471e-07	47	69	3	43.6768887767	85.7246773553	4.02543520197	-0.311722618466851	0.883530070800565	0.506280840306039	0.013149236960213
ENST00000375679.4	CLCNKB	1	19	16370987	16383411	2064	1.10675218601e-05	2.36958077326e-05	1.88979477411e-06	129	245	21	130.23671406	267.535739561	27.8551777412	0.0671811026963267	0.673901766174922	1.28663532808413	7.80835912699469e-12
ENST00000375743.4	ZBTB17	1	14	16268463	16274990	2412	1.75813022632e-05	3.38418450947e-05	1.74572813313e-06	143	162	1	178.745210076	340.842161177	22.5240237382	1.65748648599191	4.73816070874517	4.49252144424647	0.998165364992239
ENST00000480945.1	DDI2	1	9	15944165	15983128	1200	5.20611263861e-06	1.32592082814e-05	1.24214680325e-06	55	69	2	57.9842677859	146.598069782	17.5004156231	0.242958717691138	3.13475348785256	3.67036140122838	0.941088127387327
ENST00000345034.1	RSC1A1	1	1	15986363	15988217	1854	6.04206707477e-06	1.52542379253e-05	7.62044990955e-07	83	218	11	68.87697	173.2528145	9.05322505	-1.05497056396151	-1.66280839829346	-0.640919931237231	1.4572097447573e-08
ENST00000329454.2	C1orf64	1	2	16330798	16332841	510	2.7808649857e-06	5.47617575115e-06	2.73083124783e-07	38	70	3	30.6946377201	59.3096588073	3.63189666376	-0.817447349819812	-0.678961671050328	0.328449754650792	0.0105592094696203
ENST00000333868.5	CASP9	1	9	15819437	15850695	1251	6.65852861189e-06	1.47870354619e-05	9.26572043412e-07	56	153	6	66.9554101664	144.972100609	12.5078560748	0.830013625296904	-0.326119058357091	1.82278809685885	0.00319395567190647
ENST00000375592.3	FBXO42	1	9	16577164	16641913	2154	8.43908955661e-06	2.13163867194e-05	1.84475534397e-06	102	183	3	98.4587352005	243.116937665	24.4016137471	-0.221248399394259	1.88584280335086	4.29167592039647	0.975946026927229
ENST00000375471.4	PADI1	1	16	17531712	17570738	1992	1.0012082545e-05	2.20427114443e-05	1.49063301514e-06	129	303	18	110.354100952	235.911000112	21.6481835121	-1.10036959856241	-2.13645472315764	0.776704163763551	5.26823569922429e-11
ENST00000375541.5	CROCC	1	37	17248513	17298941	6054	3.7911478923e-05	9.49437522895e-05	5.59438963833e-06	356	772	39	299.138558931	718.754626706	55.4253026424	-2.03812477632222	-0.971422715844458	2.18549115083214	4.70612895871808e-20
ENST00000326735.8	ATP13A2	1	29	17312715	17338233	3543	2.32518220231e-05	4.68028236344e-05	3.02224187718e-06	237	403	13	245.485606026	480.730144383	40.6253653971	0.335752334492099	1.73402387731983	4.29337780874878	0.00120495054739301
ENST00000361221.3	ARHGEF10L	1	28	17907090	18023875	3840	2.41822831711e-05	4.88272241862e-05	3.0096846473e-06	280	428	11	251.228322415	499.935919428	41.1570371756	-1.12533215768408	1.57363818586105	4.65646508321299	0.0383062935578488
ENST00000375486.4	PADI2	1	16	17395538	17445866	1998	1.23615426627e-05	2.58414932238e-05	1.84385827281e-06	137	267	11	134.176881428	275.570228051	25.7298967659	-0.151090387385892	0.25251739506459	2.87653965649145	0.000124031218347057
ENST00000375448.4	PADI4	1	16	17634717	17690250	1992	1.1328776995e-05	2.20657333398e-05	1.55262615233e-06	116	264	17	130.19357775	246.980379918	23.1401723732	0.77116489140246	-0.529705579088616	1.26440738275073	1.30424837822011e-09
ENST00000375499.3	SDHB	1	8	17345375	17380514	843	3.20906256564e-06	8.41343363297e-06	1.11651783876e-06	34	93	5	36.8296342927	93.2970964249	15.4650189201	0.289054962567865	0.0150447525359116	2.63605501052642	0.0501027715702188
